id,text,label,Comments
295,"@anonymized_account No przecież, a osoby lgbt w ogóle nie korzystają z komunikacji miejskiej no nie, wiec oni nie są już pasażerami :) parodia",0.0,
296,"Wyścig o Plastusiowego Debila trwa.Walka jest zażarta. Walczą: Piasecki, Wielowiejska,Kidawa-Błońska,Król,Czuchnowski. Kto zwycięży?😁😁😁",1.0,
297,@anonymized_account @anonymized_account @anonymized_account To otwórz sobie okno i wywietrz. Świerza dawka tlenu dobrze wpływa na mózg.,0.0,
304,"Pociag do Krk; głośnik:\n\n\""Nie ma wagonu restauracyjnego, ale realizowana jest usługa spożywcza przy pomocy wózka mobilnego\"".",0.0,
305,"@anonymized_account Tak, ale dopiero na lotnisku spisywalem :)",0.0,
306,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Jak znam Morfa, to masz wnioskować odwrotnie :)",0.0,
309,@anonymized_account @anonymized_account Wydaje mi się że są to domniemania użytkownika i nie ma co przywiązywać większej wagi do tych słów,0.0,
312,@anonymized_account raczej jakie znajomości.Kto go prowadził w Koronie i sprowadzał do Podbeskidzia i Górnika ? Ojrzyński,0.0,
313,@anonymized_account @anonymized_account @anonymized_account @anonymized_account O Arkadiuszu Recy było to samo ?,0.0,
314,PO i Nowoczesna przeciw   degradacji zbrodniarzy  komunistycznych.PSL im wtóruje. Żałosne i kompromitujące .#Woronicza17,0.0,
315,RT @anonymized_account Steve Mandanda is crazy 😂\nhttps://t.co/47B5plJKo1,0.0,
316,@anonymized_account Skąd ty to Bierzesz? 😀,0.0,
317,@anonymized_account Zamówiłeś już kolejkę do psychiatry? Tak wygląda frustracja niespełnionego starca.,1.0,
324,Czemu jakieś randomowe osoby zapraszają mnie do znajomych na fejsie.... przecież ja ich w życiu na oczy nie widziałam,0.0,
325,"W Europie ręka raczej nie do odgwizdania. Ciekawe, jakie wytyczne ma FIFA.",0.0,
330,@anonymized_account @anonymized_account Filipiak juz szuka wakacji w biurze podróży bo KL mu ufundowała je,0.0,
331,@anonymized_account Ale co to ma do Mystka?,0.0,
332,@anonymized_account @anonymized_account @anonymized_account @anonymized_account A pytania kto na kartkach napisał?,0.0,
333,"@anonymized_account Od jakiegoś czasu mam dziwne uczucie słuchając PADa, że jest coraz mniej wiarygodny.",0.0,
334,"@anonymized_account @anonymized_account Z tego co wiem, to tak.",0.0,
335,"@anonymized_account @anonymized_account Na palacza to nie działa, obawiam się.",0.0,
337,@anonymized_account Jaka kwota wykupienia go po roku??,0.0,
338,czy wy to widzicie XD\nhttps://t.co/dekgWp3rtd,0.0,
339,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account No cóż, każdy sądzi podług siebie.",0.0,
340,@anonymized_account widze że chyba nie możesz spać :) a te cyfry co oznaczają ?:),0.0,
341,@anonymized_account @anonymized_account a to już nie moja wina że sprzedaliście nazwe klubu,0.0,
342,@anonymized_account zdjęcie dnia ? Ja pierdole...,0.0,
343,Piąty piątek bez papierosa. To już chyba mogę przestać liczyć\nWreszcie wolna! 🍾😄\n\nDzięki za trzymanie kciuków!,0.0,
344,@anonymized_account Jest słaby jak zawsze w kadrze.,0.0,
347,@anonymized_account Żeby przy okazji i 88 się nie pożegnał.,0.0,
348,ale się ciesze na pracownie radiową XD,0.0,
353,"@anonymized_account Tak, ale to mocno ogranicza pulę odbiorców, a temat ważny.",0.0,
355,@anonymized_account w takim razie serial mad men jest idealny dla ciebie😂,0.0,
357,@anonymized_account @anonymized_account  przecież pisali wtedy że karny niesłuszny.A zawodnik Korony co dwa razy zagrał ręką piłke to co pompki robił ?,0.0,
358,"A mówili, że sezon @anonymized_account się skończył 😂 Naaaaah, on się tylko przeniósł.",0.0,
360,"@anonymized_account @anonymized_account Mentalnościowo murzyn do kwadratu, dlatego taki czarny",1.0,
361,"Halo Kraków, kogo byście uznali za gwiazdę/najważniejszego zawodnika obecnej Wisły? 😉",0.0,
362,@anonymized_account @anonymized_account Ile tam jest szczęścia 😍,0.0,
363,@anonymized_account Mam znajomą która pracuje 6h trzy dni w tygodniu i ma 50 tyś,0.0,
364,"@anonymized_account @anonymized_account I takie takie wpisy: \""Adrian Juda, nigdy więcej\"" człowiekowi jakoś raźniej",0.0,
366,@anonymized_account jak za to karny się należał to każde takie starcie w którym obrońca nie sięgnie piłki powinno być karnym wg twojego myślenia,0.0,
367,na wszystko wódeczka jest dobra,0.0,
369,"@anonymized_account @anonymized_account w amoku, ich odklejonych muzgów nikt nie zatrzyma @anonymized_account @anonymized_account , obornik",1.0,
372,"@anonymized_account @anonymized_account @anonymized_account Rio tak, ale Niemcy - Brazylia.",0.0,
373,@anonymized_account @anonymized_account och nie! Dziś jest pięknie!,0.0,
374,@anonymized_account @anonymized_account Drzazga to dopiero kandydat na napastnika.Może go wypożyczą do I ligi.,0.0,
376,@anonymized_account @anonymized_account Stalinowskiej i jego potwornych zbrodniach p.ciwko nam. Polecam Pakt Ribbentrop-Beck P.Zychowicza.,0.0,
378,@anonymized_account Dziadek najwidoczniej młody duchem 😄,0.0,
382,"@anonymized_account Nie no, bądźmy poważni ;)",0.0,
385,"@anonymized_account o widzisz, to nawet nie wiedziałam bo to było jakieś dwa lata temu",0.0,
386,@anonymized_account Też oglądam właśnie w TV.,0.0,
388,"RT @anonymized_account @anonymized_account @anonymized_account Was, gnidy powinno się zaorać na metr w głąb i grubo posypać niegaszonym wapnem. A dla pewności zbombardo…",1.0,
391,@anonymized_account @anonymized_account Nie szkoda czasu?😁😁😁 A teraz kto jest?,0.0,
392,"@anonymized_account Co za jełop z tego typa, brak słów. Przemawia do idiotów ale jest ich coraz mniej.",1.0,
393,@anonymized_account @anonymized_account No spałem 2.5 godziny 😉,0.0,
394,"@anonymized_account @anonymized_account W sumie @anonymized_account mogłaby się uczyć, jak wykorzystywać swoje możliwości 😜",0.0,
395,"@anonymized_account Próbował też udowodnić, że Legia to wcale nie słaby mistrz mimo tylu porażek😂",0.0,
396,"@anonymized_account @anonymized_account @anonymized_account Szczury, gady, plazy teraz na szczycie ale ewolucja jest nieublagana",0.0,
397,@anonymized_account @anonymized_account A od kiedy komentatorzy na Sky to wyrocznia?,0.0,
398,"@anonymized_account @anonymized_account 500+ bardzo dobry program, szkoda że nie z  pisdzielskiej kasy",0.0,
399,"@anonymized_account Hmmm, skąd wiesz, że chciałam dziś jechać do Nowego Sącza? 😁",0.0,
401,Moje dwie koleżanki z roku są zaręczone,0.0,
403,RT @anonymized_account Bardzo uprzejmie proszę ABW o zainteresowanie się kontem tego człowieka: @anonymized_account A Was proszę o RT.,0.0,
405,@anonymized_account @anonymized_account @anonymized_account I dlatego Rydzyk i koledzy dostają ciężkie miliardy złotych z budżetu,0.0,
408,"@anonymized_account Oj Pani Kasiu, z dziadka się nie drwi, szczególnie jak się ma porządnego dziadka.",0.0,
409,@anonymized_account @anonymized_account Właściciel Leicester jest właścicielem tego Belgijskiego klubu.,0.0,
410,@anonymized_account @anonymized_account Masz zupełną rację. Cały rząd i wierchuszki PiSu już dawno powinna siedzieć.,1.0,
411,"@anonymized_account pełne słowa wsparcia, 100%prawda musiała ujrzeć światło dzienne,  też jestem pozytywnie zakręcony  @anonymized_account",0.0,
414,8 Przebudzenie - Iluzji Laka wykonawcy L.U.C.\nhttps://t.co/96WBe4T5GH,0.0,
415,"RT @anonymized_account @anonymized_account @anonymized_account Taki trochę gangster jesteś, widzę. Wieje grozą z każdego posta.",0.0,
419,"Gdyby dziś miało obudzić się we mnie zwierzę, byłby to wąż. Idzie, a leży.",0.0,
421,@anonymized_account @anonymized_account Przecież on nawet komputera nie umie obsługiwać 😂,0.0,
422,"@anonymized_account Nieeee, tam jest duuuużo nieba! Muszę dbać o jego wzrok! ;-)",0.0,
423,"@anonymized_account @anonymized_account No skoro został porównany z Milikiem, to rzeczywiście - Jprdl🤦‍♂️",0.0,
424,"@anonymized_account Ma to w genach, czy tam  zależy z której wiatr wieje",0.0,
427,"@anonymized_account Był z dziećmi na marszu, chwała",0.0,
428,@anonymized_account @anonymized_account i tak nas było więcej niż u was na ostatnim meczu więc radziłbym się zająć własną frekwencją,0.0,
429,"Co ta Bydgoszcz, bomby na dworcu, samobójcy na dachu Kauflandu....",0.0,
432,@anonymized_account @anonymized_account za to dziennikarze kochają Legie,0.0,
435,@anonymized_account Chyba cię frustracie do końca pojebało. To dawaj publicznie tą prawdę psycholu.,1.0,
436,@anonymized_account chodziło mi o to że chyba każdy się cieszył że Norwegia wygrała przez co mieliśmy większy handicap a nie tylko Kraków Arena :),0.0,
437,Jak był mecz Ruskie-Hiszpanie do 70 min myślałem że czerwoni to Ruscy,0.0,
438,"RT @anonymized_account Zamieszanie wokół Tomasza Zimocha co najmniej takie, jakby ktokolwiek jeszcze słuchał relacji z meczów w radiu.",0.0,
443,"@anonymized_account Szkoda, że nie była mniejsza, wtedy byłby nawet tłok",0.0,
447,"@anonymized_account @anonymized_account Już był taki jeden co machał rączkami. Kaszpirowski się nazywał i też tak bredził jak ty.\nRęce, które leczą.....",0.0,
450,@anonymized_account to ty powinienes zdjąć rózowe okulary skoro chcesz tu Stilicia,0.0,
451,"@anonymized_account No, no. Oficera prowadzącego tam nawet mają.",0.0,
454,"@anonymized_account @anonymized_account Jest - wszystko, czym możesz przepisowo zagrać piłkę, czyli wszystko poza ręką.",0.0,
455,#NAME?,0.0,
456,@anonymized_account Mi się strasznie końcówki rozdwajają i już miałam ogromne siano,0.0,
458,"@anonymized_account Ej, w ogóle co tam się odjebalo w finałowym odcinku 😂😂😂",0.0,
459,@anonymized_account @anonymized_account @anonymized_account Kłamstwo kłamstwem pogania. Nic innego tylko łgarstwa i ciągle łamanie prawa.,0.0,
460,"Najbardziej podłe i wstrętne przemówienie PAD, jakie słyszałem!\nTeraz, u św. Brygidy.",0.0,
462,@anonymized_account Kto odda pieniądze które trafiły do Radziwiłłów,0.0,
469,#Wypozyczeni Widzew - Górnik Ł. 3:0\nMarcin Pigiel nie znalazł się w kadrze meczowej łodzian.,0.0,
470,@anonymized_account Na razie się zastanawia. Czy dokładnie wiadomo o co chodzi w tej ustawie?,0.0,
471,@anonymized_account On powinien wchodzić przy stanie 3-0 dla Wisły bez względu na minutę ;),0.0,
474,@anonymized_account musiałam sobie wyguglować to słowo :-),0.0,
475,@anonymized_account gdyby nie Vive to by sukcesów nie było @anonymized_account,0.0,
477,"@anonymized_account Przytrzymaj ikonkę nagrywania na trochę i powinno ci wyskoczyć okno dialogowe i dotknij tam, ze chcesz nagrywać z dźwiękiem",0.0,
479,"@anonymized_account @anonymized_account Ijo, ijo, ijo jesteś aresztowany",0.0,
480,@anonymized_account Bo się nie załapał do 18,0.0,
483,@anonymized_account @anonymized_account @anonymized_account Tym służbom co biją matki niepełnosprawnych w sejmie?,0.0,
484,"@anonymized_account Ja też też, ale byłem ciekaw opini o mi6",0.0,
485,@anonymized_account Wiadomo ze z dziećmi wyjście na Gubałówke to większe wyzwanie jak na rysy bez dzieci ;),0.0,
487,"@anonymized_account Stopki sexowne,pantofelki ok. I o co chodzi?😁😀😀😀😀",0.0,
489,"@anonymized_account @anonymized_account A właśnie, że jest! 😂",0.0,
493,"@anonymized_account Jest moc. Tak trzymaj! U mnie aż tyle to nie trwało, ale wyobrażam sobie co czujesz 😊",0.0,
495,"@anonymized_account O tak, teraz będzie wspaniały",0.0,
496,@anonymized_account @anonymized_account Mr. Czarnecki. To nie hipokryzja tylko zwykła ludzka przyzwoitość. Widać że niektórym obce takie  odruchy.,0.0,
499,"@anonymized_account Czym innym są subiektywne odczucia, a czym innym fakty.",0.0,
500,Ej bo upuekłabym jakieś ciasto śle nie wiem jakie 😂 macie jakieś przepisy?,0.0,
502,"@anonymized_account @anonymized_account 30 tyś na kampanię, taki browarnik wielki a tak ściubi, macie to w genach wy polscy BYZNESMENI",0.0,
510,@anonymized_account @anonymized_account Ale w kolejnym zdaniu jest już liczba poj.,0.0,
511,@anonymized_account Jak nie wycofasz swoich słów to wypierdalam...,0.0,
512,@anonymized_account Bo do 84. minuty rewanżu wynik dwumeczu z klubem wielokrotnie bogatszym i z lepszymi piłkarzami był na krawędzi?,0.0,
513,Coś mi miga przed oczami,0.0,
515,@anonymized_account @anonymized_account @anonymized_account Krzyż celtycki w Irlandii debilu ma kompletnie inne znaczenie niż u neofaszystów.,1.0,
518,@anonymized_account @anonymized_account Ból dupy bo co roku puchary na wyciągnięcie ręki i coś nie mogą awansować.A dzięki Arce historia się pewnie powtórzy.,1.0,
521,@anonymized_account Ciekawe w jaki sposób Nurowska okazuje panu profesorowi swoje poddaństwo. Pachnie mi tu sexem oralnym.😁😁😁😁,0.0,
522,Tez się kiedyś tam przeprowadzę i innej opcji nie widzę,0.0,
527,@anonymized_account  Fajnie że trzymasz kciuki za piłkarzy :) a tak przy okazji ile rozegrałaś spotkań w Wiśle i ile masz asyst ? Hehe:),0.0,
528,"RT @anonymized_account @anonymized_account To jest niszczenie mienia, takie samo jakby na ścianie pani domu ktos napisał  \""tu mieszka durna baba\""",0.0,
529,Jak Klaus dzisiaj umrze to ja wpadnę w depresje,0.0,
531,@anonymized_account pracuje z jego synem.Mówił że będzie dobrze :),0.0,
535,"@anonymized_account @anonymized_account Mógł, ale jakoś nie chce mi się wierzyć, że tak to wyglądało.",0.0,
540,RT @anonymized_account @anonymized_account Ty sprzedawczyku idź świętować święta narodowe folksdojczów 😊,1.0,
542,"@anonymized_account @anonymized_account Babcia Herod w formie, pozdrawiam @anonymized_account , czekamy na ustawę w sprawie lewackiej mordy @anonymized_account",1.0,
543,@anonymized_account myślisz że Józek nie miał nic do gadania ? :P,0.0,
546,"@anonymized_account @anonymized_account @anonymized_account Sakiewicz, Tobie wazelina oczy zalewa i bredzisz.",1.0,
547,"@anonymized_account nie wiem, ale coś co przeszło ekspresową ewolucję. Najpierw chodziło na 4 nogach, potem na 3, i w końcu na dwóch.",0.0,
548,"@anonymized_account O, myślałam, że nikt już nie używa \""mnie\"" tylko \""mi\"".",0.0,
549,RT @anonymized_account @anonymized_account Komorowski wyciągnąłby wizytówkę banku i doradził odpowiedni kredyt .,0.0,
551,@anonymized_account serio chciałoby Ci sie 3 mecze oglądać na raz ? W dodatku jak jest mecz Wisły ? @anonymized_account,0.0,
553,"@anonymized_account @anonymized_account @anonymized_account A jeśli ona odpowiada na pytanie \""Jak dieta może pomóc zajść w ciążę?\",0.0,
556,@anonymized_account @anonymized_account Ty się oszuście i kłamco od nas odpierdol. My sobie damy radę bez twoich kłamstw,1.0,
558,@anonymized_account Ale tu chyba tak z ocen po prostu wyszło.,0.0,
559,"@anonymized_account Właśnie. Ilu! Najpierw odpowiedzmy sobie ma to pytanie,a potem dziwmy się zwycięstwu Zdanowskiej",0.0,
565,"RT @anonymized_account Dożyliśmy czasów komentowania wypowiedzi ludzi, których powinniśmy pytać \""po ile pietruszka\"" na bazarku.",0.0,
567,"@anonymized_account Tu, u steru władzy mamy\nKogo? Synka swojej mamy! :D",0.0,
569,@anonymized_account Przecież to połączenie to jakiś mem jest.,0.0,
571,@anonymized_account Pan Sławek juz sam się miesza w tym co mówi broniąc sędziów. Zwykła chorągiew z której strony zawieje tak pan Sławek interpretuje,0.0,
574,"@anonymized_account U mnie na osiedlu jest taki jeden casanova, wabi się Amor. Żadnej nie przepuści. Waży, ze dwa kilo, tylko o tym nie wie.",0.0,
577,"@anonymized_account W chorej głowie, chore tt, idź do burdelu maly faszysto",1.0,
578,"\"" - Gdyby się coś działo, to masz mój numer?\n- Mam.\n- Skasuj\"".",0.0,
580,"RT @anonymized_account Przykro jest usłyszeć, że ktoś nawet o Tobie nie myślał, gdy Ty umierałaś z tęsknoty",0.0,
582,"@anonymized_account Biorąc pod uwagę, jak szybko go ogłosili, to raczej mówi prawdę.",0.0,
583,@anonymized_account No to myśle ze by się dogadał z moim dziadkiem 🤦🏼‍♀️,0.0,
585,@anonymized_account Ale dzisiaj jest środa :P,0.0,
586,"Ludzie galarety, trzęsące sie, płaczące na pochodach, są różni ludzi ale nie oddajmy takim władzy,  płaczki polaczki",1.0,
587,"@anonymized_account Niestety nie, choć może na TT ktoś się znajdzie i nam opowie.",0.0,
589,@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Bo się zaklaskacie na amen,0.0,
592,"RT @anonymized_account Dziś w \""Raporcie\"" pytamy: Czy Patryk Jaki wygra wybory na prezydenta Warszawy?",0.0,
593,@anonymized_account @anonymized_account Przecież TS dzierżawi ta ziemię umowa na 99 lat zgadza się czy nie?,0.0,
594,@anonymized_account Lis biedny kręci się wokół własnego ogona i ciągle próbuję marudzić A to już mu nie wychodzi,0.0,
596,@anonymized_account No cóż agniesz ileś tam oblała krótki test na inteligencję😁😁😁😁,1.0,
600,Jutro będę w górach zjeby,1.0,
602,"@anonymized_account od dawna mam chorą, ale to raczej przez intensywny dzień ;-)",0.0,
603,@anonymized_account Tez nie mam snapa hahahahaha,0.0,
604,@anonymized_account bardzo dobra decyzja z tym śmiesznym pseudodziennikarzem,1.0,
606,@anonymized_account Jest apka jaka to melodia?? Ale czad,0.0,
607,@anonymized_account Na takie coś to Ty sobie możesz Matysiaka zapraszać.My nie wbijamy :D,0.0,
608,Co za połowa Bezjaka. Fiu fiu...,0.0,
612,@anonymized_account Oczywiście to jest tajemnica 🙈 ale jak będę mogla wiedzieć to powiedz 😍,0.0,
613,@anonymized_account Krystynę mi on przypomina ale trzeba mieć niepokoleji w głowie by się robić na Krystynę,1.0,
617,ciekawe czy K pojechał na ten kontrakt do niemiec czy jednak został,0.0,
618,@anonymized_account @anonymized_account @anonymized_account To w takim razie po prostu się nie zgadzam,0.0,
619,@anonymized_account I taki Lech wydaje się jak drużyna juniorów przy śląsku,0.0,
621,@anonymized_account @anonymized_account @anonymized_account tylko! Dermobrazja gratis na początku :-),0.0,
622,@anonymized_account Liczę do 5 i kończysz z Rozenek,0.0,
624,@anonymized_account Daj mi znać a ja ci powiem ze nawet jakby nie wyszło to się nie martw bo faceci to dranie :’),0.0,
625,@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Z tym nikt raczej nie dyskutuje.,0.0,
631,@anonymized_account Pod warunkiem że są trzeźwi,0.0,
632,"@anonymized_account @anonymized_account Nic nie zrobil, ty i twój ojciec macie zasługi",0.0,
633,@anonymized_account jaja i tak już są.Powinni ich wypierdolić dyscyplinarnie jak to mawiał Tomaszewski.,0.0,
634,"@anonymized_account Ten moment, gdy nowe biuro Jagiellonii jest 3x większe od ośrodka treningowego Schalke, który ma kosztować 95 baniek euro... 😁",0.0,
636,@anonymized_account Masz jakieś sposoby na zimno? Bo mi tez się robi :(,0.0,
637,"@anonymized_account tylko żebyśmy się nie \""wzmocnili\"" Smudą...",0.0,
638,"@anonymized_account Ty parchu, jeszcze to odszczekasz parchu",1.0,
639,@anonymized_account @anonymized_account Przynajmniej raz ktoś nie odmówi przyjecia,0.0,
640,@anonymized_account Powinien zwrócić uwagę wszystkim swoim partyjnym kolegom,0.0,
641,@anonymized_account przynajmniej o was można być spokojnym że będziecie godnie reprezentować Wisłe a nie to co piłkarze :(,0.0,
649,@anonymized_account To raczej pytanie do Pereza :),0.0,
650,"@anonymized_account @anonymized_account @anonymized_account Ba! Ale spokojnie możesz dać Frankowi, żeby został Bohaterem w Swoim Domu! Poradzi sobie ;-)",0.0,
652,@anonymized_account @anonymized_account ale co to za dziennikarz skoro pisze że Kuba nie identyfikuje się z żadnym klubem,0.0,
657,@anonymized_account Mogli sprzedawać psa z dywanem albo dywan z psem,0.0,
658,@anonymized_account @anonymized_account Jest obiektywnie. Liga rosyjska to troche inny świat w porównaniu do ESA.,0.0,
659,@anonymized_account a co to jest Nijmegen ?,0.0,
660,@anonymized_account A jak tam fotki z dupeczkami dzisiaj wieczorem,0.0,
661,"@anonymized_account W życiu. Telewizja postawi weto. Będą musieli kombinować, żeby to jak najbardziej rozdzielić.",0.0,
663,@anonymized_account @anonymized_account @anonymized_account A czemu nie o 5 mln ?,0.0,
667,"@anonymized_account A pisdzielstwo, szczury, gady, plazy popromienne, azbestowe?",1.0,
668,@anonymized_account @anonymized_account nie obraź się Justa ale akurat narzekania to Ty nie powinnaś nikomu wytykać :P,0.0,
670,"@anonymized_account @anonymized_account Zapierdalać  usunąć jak Kmicic kolubrynę, gęgacze trzeba było na kc",1.0,
671,"@anonymized_account Ta rozwalił,  to pozostałości po tej patologi PO",0.0,
672,"@anonymized_account @anonymized_account Oj, a czemu on w ortopedycznych butach musi chodzić?",0.0,
673,Lekarz się dziwił jak mogę funkcjonować z taka anemią,0.0,
674,Pamiętacie jak robiłam gadane indy? Porobiłabym znowu ale musiałabym być sama a w akademiku nigdy nie jestem sama xd,0.0,
675,@anonymized_account Teraz się zbłaźniłeś. Gratulacje 😉\nhttps://t.co/38i53YkoDl,0.0,
676,@anonymized_account czyli dopasowała się do wczorajszego poziomu nowej drużyny,0.0,
678,@anonymized_account Pizza tylko capricziosa a kebab tylko od turka z baraniną,0.0,
680,"@anonymized_account @anonymized_account Starszych od siebie oczywiście, chyba zostałem dobrze zrozumiany 😉",0.0,
682,@anonymized_account @anonymized_account oni tam chyba na serio myślą że ktoś za to zapłaci.Nie wiem jaki jest sens wstawiania takich linków.,0.0,
683,@anonymized_account mieliśmy tego przykład przy Cierzniaku,0.0,
687,RT @anonymized_account to pojebane ze nie przestajemy myslec o osobach z ktorymi i tak nie mamy juz zadnego kontaktu,0.0,
688,"@anonymized_account Ciekawe jak tam jest ważone. \n- Poproszę pół baku podwawelskiej, tę łopatkę do pełna i może za stówę wędliny.",0.0,
690,@anonymized_account dziwie się że dopiero teraz,0.0,
692,"@anonymized_account - Jaką masz temperaturę?\n- 37,1. Żegnajcie kochani!",0.0,
693,@anonymized_account Sukces rodzi się wbolach 😉,0.0,
694,"@anonymized_account @anonymized_account Ale przecież przeżyło 50 tyś, 6 mln zgładzono",0.0,
